1.424681989890557610e+00,1.758396806364418419e+00,3.681286232400598823e+00,2.536201477812245919e+00,7.253404811662222951e-01,1.238109234592066787e+00,3.998399685601035536e+00,6.199413511661966414e-01,4.004212592867057552e+00,3.995970555170625715e+00,3.994912741588016125e+00,3.993683156392296318e+00,3.990856404906085508e+00,2.507770650309215199e+00,1.813376347583655068e+00,1.155841051749216586e+00,1.570839719737009643e+00,3.993041145971358397e+00,3.997616774541809193e+00
2.467441071102491890e+00,2.868057284369345705e+00,5.063929070005678490e+00,3.427167134879189891e+00,1.370394694277172976e+00,1.989920835365150964e+00,5.659050948836799932e+00,8.387580422889324705e-01,5.666228877324472890e+00,5.701951331891499386e+00,5.693831690906276499e+00,5.691833024154572485e+00,5.674101354531801533e+00,3.197047196769263522e+00,2.468905914842771665e+00,1.213923143903214541e+00,2.412839172807979438e+00,5.694786693406189926e+00,5.678424299291073396e+00
2.642658539953134156e+00,3.085378585710327748e+00,5.524528981000941030e+00,3.744863443037269146e+00,1.458919098390535796e+00,2.143116092324681254e+00,6.158377031167969307e+00,9.164085847836243026e-01,6.166287162515569520e+00,6.200696785848103687e+00,6.192484670489367460e+00,6.190333997497466711e+00,6.172331480422878158e+00,3.512329211215683422e+00,2.695947159989414477e+00,1.360791242370833487e+00,2.607873552140498763e+00,6.193184380551166157e+00,6.177530055870073866e+00
9.313782156565344472e-01,1.154055904272512256e+00,2.440004405623993122e+00,1.682594940408574935e+00,4.712822118582211672e-01,8.133363328977673001e-01,2.646147385800796670e+00,4.112621163532206303e-01,2.650021079375643573e+00,2.643360524798279876e+00,2.642828996659654095e+00,2.642021831145829225e+00,2.640500517558236560e+00,1.668611622919178306e+00,1.202579672336444805e+00,7.756761821163924431e-01,1.034759572148587159e+00,2.641498655915350380e+00,2.645108025440711774e+00
1.864350590841063360e+00,2.318953916790490233e+00,4.949768088201972560e+00,3.416332460968382723e+00,9.376635998092157642e-01,1.635783592656044227e+00,5.360111824354983234e+00,8.349737405472463792e-01,5.368010307770251899e+00,5.352178176272050614e+00,5.351428560723853423e+00,5.349806304668550894e+00,5.347402812108329684e+00,3.397385055485433458e+00,2.440800822035573692e+00,1.592071690985080945e+00,2.086675637550116313e+00,5.348555798297089048e+00,5.356994955306941364e+00
1.701678075014327662e+00,2.056495918101729270e+00,4.073209491557999939e+00,2.791009062060179957e+00,8.945467242017912657e-01,1.440718872480645452e+00,4.463310137749759932e+00,6.824804338053656050e-01,4.469539925770746436e+00,4.472037338733656497e+00,4.469221747646459519e+00,4.467785406867657905e+00,4.461240465947651224e+00,2.712399767035291731e+00,2.000127760856362347e+00,1.186070337876438563e+00,1.800287183653379586e+00,4.468022174053094098e+00,4.467492097434796250e+00
1.859675129776816149e+00,2.319388767223422576e+00,4.983585549000096648e+00,3.441786108885206197e+00,9.312888012588689257e-01,1.637122466345878546e+00,5.391282385266325861e+00,8.411594516283518175e-01,5.399262897395841421e+00,5.381708441014080080e+00,5.381182296756147565e+00,5.379559496419030751e+00,5.377614404549365901e+00,3.429260910662013551e+00,2.458353082322281224e+00,1.615846961374747481e+00,2.092288062345876831e+00,5.378168844115676528e+00,5.387442777164912044e+00
2.433053831204225581e+00,2.985727963397794671e+00,6.159340603847874185e+00,4.237455367215208213e+00,1.249824358359512333e+00,2.099419514080675064e+00,6.705365239729209392e+00,1.035890955369305422e+00,6.715011562827618796e+00,6.705795947069338681e+00,6.703378232695516026e+00,6.701291085211107834e+00,6.695215858439151901e+00,4.171318877988960949e+00,3.031565231494267820e+00,1.897341204777368340e+00,2.652746242936641519e+00,6.700589868568675556e+00,6.706043213921781820e+00
1.883372611741764846e+00,2.343123355216001791e+00,5.004036147922905187e+00,3.453960390590697926e+00,9.469029132946458205e-01,1.652916712888130135e+00,5.418434861877722497e+00,8.441673726269847133e-01,5.426422228241541745e+00,5.410285045484339861e+00,5.409545829994314659e+00,5.407906646322498290e+00,5.405515476221628646e+00,3.435338876646001793e+00,2.467632552896236398e+00,1.610577311927789079e+00,2.108849397604653841e+00,5.406631710819575609e+00,5.415226688272880118e+00
1.924553148351110465e+00,2.385505718057256974e+00,5.047986696861983091e+00,3.481307012758084074e+00,9.733043953941521442e-01,1.681353413864454138e+00,5.473737278615143254e+00,8.509010225537501082e-01,5.481755086631817875e+00,5.467760159052017954e+00,5.466690998600125084e+00,5.465022505293862132e+00,5.461938474011299505e+00,3.453251530750492737e+00,2.488065749828274331e+00,1.606472691058763003e+00,2.139602505499159424e+00,5.463922585624917616e+00,5.471493451643507200e+00
1.150541891145156814e+00,1.433613307921451252e+00,3.073300642933660232e+00,2.122046603073949100e+00,5.770337483958954961e-01,1.011683473227549257e+00,3.325881911700895088e+00,5.186276486585013057e-01,3.330797393264198547e+00,3.320315631570055714e+00,3.319942478175857303e+00,3.318939477383455294e+00,3.317638836135044400e+00,2.112927058249647772e+00,1.515841913242543804e+00,9.937208255960635617e-01,1.292123004960162636e+00,3.318109913645673537e+00,3.323663486021945168e+00
1.789348643722290078e+00,2.132102139312541222e+00,4.058619261657399058e+00,2.769634473598127311e+00,9.601663370967609135e-01,1.488528984595248961e+00,4.476672230200482439e+00,6.774453488486984476e-01,4.482728576204648263e+00,4.493909028228109115e+00,4.489872586592495551e+00,4.488384638944596716e+00,4.479306302163934106e+00,2.656027109057836455e+00,1.988244079521372276e+00,1.112367982189004900e+00,1.840385217098754689e+00,4.489329215724121802e+00,4.484616376561394446e+00
2.169937267366321976e+00,2.593657577806832037e+00,4.981521281540159052e+00,3.402621010365826315e+00,1.159199701571268504e+00,1.812154416947152846e+00,5.486405421508178115e+00,8.322182435007816625e-01,5.493881322752706353e+00,5.505166442578262043e+00,5.500557361178252336e+00,5.498746980702227560e+00,5.488321365182008194e+00,3.273074384369020429e+00,2.441680585920820157e+00,1.384791301964516164e+00,2.245821986477176679e+00,5.499707602822219599e+00,5.495096695741422010e+00
